project,clock_name,modality,cell_type,feature,coefficient,importance,rank,model_type
atac_processing_techniques,igvf_pfc_train_MTG,ATAC,All-cells,feat_390963,-0.0134276837311596,,132,RidgeCV
atac_processing_techniques,igvf_pfc_train_MTG,ATAC,All-cells,feat_391696,0.0160485317395329,,60,RidgeCV
atac_processing_techniques,igvf_pfc_train_MTG,ATAC,All-cells,feat_395811,-0.0225303400319229,,5,RidgeCV
atac_processing_techniques,igvf_pfc_train_MTG,ATAC,All-cells,feat_399054,-0.0140886564802501,,104,RidgeCV
atac_processing_techniques,igvf_pfc_train_MTG,ATAC,All-cells,feat_39982,-0.0171347802936699,,41,RidgeCV
atac_processing_techniques,igvf_pfc_train_MTG,ATAC,All-cells,feat_403406,-0.0153905679939813,,69,RidgeCV
atac_processing_techniques,igvf_pfc_train_MTG,ATAC,All-cells,feat_404175,-0.0152163689232647,,72,RidgeCV
atac_processing_techniques,igvf_pfc_train_MTG,ATAC,All-cells,feat_404176,-0.0152163689232647,,73,RidgeCV
atac_processing_techniques,igvf_pfc_train_MTG,ATAC,All-cells,feat_404216,0.0134988196826643,,129,RidgeCV
atac_processing_techniques,igvf_pfc_train_MTG,ATAC,All-cells,feat_40761,0.0133858625928598,,134,RidgeCV
atac_processing_techniques,igvf_pfc_train_MTG,ATAC,All-cells,feat_40764,0.014055369027159,,105,RidgeCV
atac_processing_techniques,igvf_pfc_train_MTG,ATAC,All-cells,feat_40781,0.0158352399272083,,65,RidgeCV
atac_processing_techniques,igvf_pfc_train_MTG,ATAC,All-cells,feat_408855,0.0129019769779683,,157,RidgeCV
atac_processing_techniques,igvf_pfc_train_MTG,ATAC,All-cells,feat_42039,0.0125217158075703,,183,RidgeCV
atac_processing_techniques,igvf_pfc_train_MTG,ATAC,All-cells,feat_422107,-0.0134468055655238,,130,RidgeCV
atac_processing_techniques,igvf_pfc_train_MTG,ATAC,All-cells,feat_422637,0.0197791211344625,,23,RidgeCV
atac_processing_techniques,igvf_pfc_train_MTG,ATAC,All-cells,feat_422927,0.0129412451810582,,156,RidgeCV
atac_processing_techniques,igvf_pfc_train_MTG,ATAC,All-cells,feat_430002,-0.0128210628248871,,163,RidgeCV
atac_processing_techniques,igvf_pfc_train_MTG,ATAC,All-cells,feat_431577,-0.0145742184767215,,87,RidgeCV
atac_processing_techniques,igvf_pfc_train_MTG,ATAC,All-cells,feat_433573,-0.0136262002874437,,122,RidgeCV
atac_processing_techniques,igvf_pfc_train_MTG,ATAC,All-cells,feat_43975,-0.013501611579024,,128,RidgeCV
atac_processing_techniques,igvf_pfc_train_MTG,ATAC,All-cells,feat_44843,-0.0133438360462341,,137,RidgeCV
atac_processing_techniques,igvf_pfc_train_MTG,ATAC,All-cells,feat_46007,-0.0181484885812999,,29,RidgeCV
atac_processing_techniques,igvf_pfc_train_MTG,ATAC,All-cells,feat_47961,-0.0142228325322799,,99,RidgeCV
atac_processing_techniques,igvf_pfc_train_MTG,ATAC,All-cells,feat_51,-0.013178186912566,,146,RidgeCV
atac_processing_techniques,igvf_pfc_train_MTG,ATAC,All-cells,feat_58755,-0.0127584700963398,,166,RidgeCV
atac_processing_techniques,igvf_pfc_train_MTG,ATAC,All-cells,feat_60383,0.0177576642802491,,32,RidgeCV
atac_processing_techniques,igvf_pfc_train_MTG,ATAC,All-cells,feat_62334,-0.0127223122377446,,169,RidgeCV
atac_processing_techniques,igvf_pfc_train_MTG,ATAC,All-cells,feat_62335,-0.0127223122377446,,168,RidgeCV
atac_processing_techniques,igvf_pfc_train_MTG,ATAC,All-cells,feat_63042,-0.0122851402375657,,197,RidgeCV
atac_processing_techniques,igvf_pfc_train_MTG,ATAC,All-cells,feat_63047,-0.0146612825165482,,84,RidgeCV
atac_processing_techniques,igvf_pfc_train_MTG,ATAC,All-cells,feat_63941,0.0199363622590268,,21,RidgeCV
atac_processing_techniques,igvf_pfc_train_MTG,ATAC,All-cells,feat_65995,-0.0183315339757967,,27,RidgeCV
atac_processing_techniques,igvf_pfc_train_MTG,ATAC,All-cells,feat_67679,0.0160198995108227,,61,RidgeCV
atac_processing_techniques,igvf_pfc_train_MTG,ATAC,All-cells,feat_73185,0.0125643739140445,,177,RidgeCV
atac_processing_techniques,igvf_pfc_train_MTG,ATAC,All-cells,feat_73223,-0.0125087355290823,,187,RidgeCV
atac_processing_techniques,igvf_pfc_train_MTG,ATAC,All-cells,feat_74759,0.0150385845321932,,78,RidgeCV
atac_processing_techniques,igvf_pfc_train_MTG,ATAC,All-cells,feat_75403,0.0162113421608708,,58,RidgeCV
atac_processing_techniques,igvf_pfc_train_MTG,ATAC,All-cells,feat_76559,0.0148757221253327,,80,RidgeCV
atac_processing_techniques,igvf_pfc_train_MTG,ATAC,All-cells,feat_78459,-0.0136610774063229,,121,RidgeCV
atac_processing_techniques,igvf_pfc_train_MTG,ATAC,All-cells,feat_8409,0.0168515669169041,,47,RidgeCV
