,specimenID,libraryID,assay,platform,referenceSet,transposaseBatch,libraryBatch,libraryPreparationMethod,sampleBarcode,chromiumSampleIndex,pcrCycles,sequencingBatch,isStranded,readStrandOrigin,readLength,runType,meanCoverage,meanGCContent,Q30BasesinRead1,Q30BasesinRead2
175,M2AT_220923_222_C01,L8AT_220928_01_F04,ATACSeq,IlluminaNovaseq6000,GRCh38,R8XA-22100404,L8AT_220928_01,10x,,SI-NA-F4,,ATX-616,False,forward,50bp,pairedEnd,,,0.946,0.948
176,M2AT_220930_206_A01,L8AT_221003_01_C07,ATACSeq,IlluminaNovaseq6000,GRCh38,R8XA-22101103,L8AT_221003_01,10x,,SI-NA-C7,,ATX-617,False,forward,50bp,pairedEnd,,,0.9561,0.9513
177,M2AT_220930_206_B01,L8AT_221003_01_D07,ATACSeq,IlluminaNovaseq6000,GRCh38,R8XA-22101103,L8AT_221003_01,10x,,SI-NA-D7,,ATX-617,False,forward,50bp,pairedEnd,,,0.9555,0.952
178,M2AT_220930_206_C01,L8AT_221003_01_E07,ATACSeq,IlluminaNovaseq6000,GRCh38,R8XA-22101103,L8AT_221003_01,10x,,SI-NA-E7,,ATX-617,False,forward,50bp,pairedEnd,,,0.9555,0.9507
179,M2AT_221007_221_A01,L8AT_221010_01_H10,ATACSeq,IlluminaNovaseq6000,GRCh38,R8XA-22101805,L8AT_221010_01,10x,,SI-NA-H10,,ATX-618,False,forward,50bp,pairedEnd,,,0.9695,0.9508
180,M2AT_221007_221_B01,L8AT_221010_01_A11,ATACSeq,IlluminaNovaseq6000,GRCh38,R8XA-22101805,L8AT_221010_01,10x,,SI-NA-A11,,ATX-618,False,forward,50bp,pairedEnd,,,0.9691,0.9484
181,M2AT_221007_221_C01,L8AT_221010_01_B11,ATACSeq,IlluminaNovaseq6000,GRCh38,R8XA-22101805,L8AT_221010_01,10x,,SI-NA-B11,,ATX-618,False,forward,50bp,pairedEnd,,,0.9699,0.9536
182,M2AT_221014_227_A01,L8AT_221018_01_C11,ATACSeq,IlluminaNovaseq6000,GRCh38,R8XA-22102504,L8AT_221018_01,10x,,SI-NA-C11,,ATX-619,False,forward,50bp,pairedEnd,,,0.9016,0.9611
183,M2AT_221014_227_B01,L8AT_221018_01_D11,ATACSeq,IlluminaNovaseq6000,GRCh38,R8XA-22102504,L8AT_221018_01,10x,,SI-NA-D11,,ATX-619,False,forward,50bp,pairedEnd,,,0.8983,0.959
184,M2AT_221017_221_A01,L8AT_221018_01_F11,ATACSeq,IlluminaNovaseq6000,GRCh38,R8XA-22110103,L8AT_221018_01,10x,,SI-NA-F11,,ATX-620,False,forward,50bp,pairedEnd,,,0.9551,0.951
185,M2AT_221017_221_B01,L8AT_221018_01_G11,ATACSeq,IlluminaNovaseq6000,GRCh38,R8XA-22110103,L8AT_221018_01,10x,,SI-NA-G11,,ATX-620,False,forward,50bp,pairedEnd,,,0.9536,0.9447
186,M2AT_221017_221_C01,L8AT_221018_01_H11,ATACSeq,IlluminaNovaseq6000,GRCh38,R8XA-22110103,L8AT_221018_01,10x,,SI-NA-H11,,ATX-620,False,forward,50bp,pairedEnd,,,0.953,0.95
187,M2AT_221024_206_A01,L8AT_221025_01_G08,ATACSeq,IlluminaNovaseq6000,GRCh38,R8XA-22111504,L8AT_221025_01,10x,,SI-NA-G8,,ATX-621,False,forward,50bp,pairedEnd,,,0.9656,0.9603
188,M2AT_221024_206_B01,L8AT_221025_01_H08,ATACSeq,IlluminaNovaseq6000,GRCh38,R8XA-22111504,L8AT_221025_01,10x,,SI-NA-H8,,ATX-621,False,forward,50bp,pairedEnd,,,0.9655,0.962
189,M1AT_221212_206_B01,L8AT_221215_04_D02,ATACSeq,IlluminaNovaseq6000,GRCh38,R8XA-23011803,L8AT_221215_04,10x,,SI-NA-D2,,ATX-624,False,forward,50bp,pairedEnd,,,0.965,0.9552
190,M2AT_220819_221_C01,L8AT_220823_01_C06,ATACSeq,IlluminaNovaseq6000,GRCh38,R8XA-22083002,L8AT_220823_01,10x,,SI-NA-C6,,ATX-610,False,forward,50bp,pairedEnd,,,0.9405,0.9318
191,M2AT_220819_221_D01,L8AT_220823_01_D06,ATACSeq,IlluminaNovaseq6000,GRCh38,R8XA-22083002,L8AT_220823_01,10x,,SI-NA-D6,,ATX-610,False,forward,50bp,pairedEnd,,,0.9419,0.9261
192,M2AT_220819_221_A01,L8AT_220823_01_A06,ATACSeq,IlluminaNovaseq6000,GRCh38,R8XA-22083002,L8AT_220823_01,10x,,SI-NA-A6,,ATX-610,False,forward,50bp,pairedEnd,,,0.9397,0.9305
193,M2AT_220819_221_B01,L8AT_220823_01_B06,ATACSeq,IlluminaNovaseq6000,GRCh38,R8XA-22083002,L8AT_220823_01,10x,,SI-NA-B6,,ATX-610,False,forward,50bp,pairedEnd,,,0.9416,0.9317
194,M1AT_230118_153_A01,L8AT_230123_01_D06,ATACSeq,IlluminaNovaseq6000,GRCh38,R8XA-23020705,L8AT_230123_01,10x,,SI-NA-D6,,ATX-629,False,forward,50bp,pairedEnd,,,0.9606,0.9499
195,M1AT_230118_153_B01,L8AT_230123_01_E06,ATACSeq,IlluminaNovaseq6000,GRCh38,R8XA-23020705,L8AT_230123_01,10x,,SI-NA-E6,,ATX-629,False,forward,50bp,pairedEnd,,,0.9594,0.953
196,M1AT_230120_153_A01,L8AT_230123_01_F06,ATACSeq,IlluminaNovaseq6000,GRCh38,R8XA-23020705,L8AT_230123_01,10x,,SI-NA-F6,,ATX-629,False,forward,50bp,pairedEnd,,,0.9588,0.954
197,M1AT_230120_153_B01,L8AT_230123_01_G06,ATACSeq,IlluminaNovaseq6000,GRCh38,R8XA-23020705,L8AT_230123_01,10x,,SI-NA-G6,,ATX-629,False,forward,50bp,pairedEnd,,,0.959,0.957
198,M2AT_221028_221_A01,L8AT_221103_03_E11,ATACSeq,IlluminaNovaseq6000,GRCh38,R8XA-22111505,L8AT_221103_03,10x,,SI-NA-E11,,ATX-1506,False,forward,50bp,pairedEnd,,,0.9317,0.9163
199,M2AT_221104_206_A01,L8AT_221109_01_B04,ATACSeq,IlluminaNovaseq6000,GRCh38,R8XA-22111505,L8AT_221109_01,10x,,SI-NA-B4,,ATX-1506,False,forward,50bp,pairedEnd,,,0.933,0.917
200,M2AT_221028_221_B01,L8AT_221103_03_F11,ATACSeq,IlluminaNovaseq6000,GRCh38,R8XA-22111505,L8AT_221103_03,10x,,SI-NA-F11,,ATX-1506,False,forward,50bp,pairedEnd,,,0.9332,0.9114
201,M2AT_221028_221_C01,L8AT_221103_03_G12,ATACSeq,IlluminaNovaseq6000,GRCh38,R8XA-22111505,L8AT_221103_03,10x,,SI-NA-G12,,ATX-1506,False,forward,50bp,pairedEnd,,,0.9343,0.9177
202,M2AT_221104_206_B01,L8AT_221109_01_C04,ATACSeq,IlluminaNovaseq6000,GRCh38,R8XA-22112902,L8AT_221109_01,10x,,SI-NA-C4,,ATX-1507,False,forward,50bp,pairedEnd,,,0.9382,0.9337
203,M1AT_221110_206_A01,L8AT_221116_01_A07,ATACSeq,IlluminaNovaseq6000,GRCh38,R8XA-22112902,L8AT_221116_01,10x,,SI-NA-A7,,ATX-1507,False,forward,50bp,pairedEnd,,,0.9419,0.9356
204,M2AT_221104_206_C01,L8AT_221109_01_D04,ATACSeq,IlluminaNovaseq6000,GRCh38,R8XA-22112902,L8AT_221109_01,10x,,SI-NA-D4,,ATX-1507,False,forward,50bp,pairedEnd,,,0.9395,0.9355
205,M1AT_221110_206_B01,L8AT_221116_01_B07,ATACSeq,IlluminaNovaseq6000,GRCh38,R8XA-22112903,L8AT_221116_01,10x,,SI-NA-B7,,ATX-1508,False,forward,50bp,pairedEnd,,,0.9207,0.9095
206,M2AT_221115_226_D01,L8AT_221116_01_C08,ATACSeq,IlluminaNovaseq6000,GRCh38,R8XA-22112903,L8AT_221116_01,10x,,SI-NA-C8,,ATX-1508,False,forward,50bp,pairedEnd,,,0.9201,0.9109
207,M1AT_221110_206_C01,L8AT_221116_01_C07,ATACSeq,IlluminaNovaseq6000,GRCh38,R8XA-22112903,L8AT_221116_01,10x,,SI-NA-C7,,ATX-1508,False,forward,50bp,pairedEnd,,,0.9212,0.9121
208,M2AT_221114_221_C01,L8AT_221116_01_F07,ATACSeq,IlluminaNovaseq6000,GRCh38,R8XA-22112903,L8AT_221116_01,10x,,SI-NA-F7,,ATX-1508,False,forward,50bp,pairedEnd,,,0.9177,0.9065
209,M2AT_221114_221_D01,L8AT_221116_01_G07,ATACSeq,IlluminaNovaseq6000,GRCh38,R8XA-22112903,L8AT_221116_01,10x,,SI-NA-G7,,ATX-1508,False,forward,50bp,pairedEnd,,,0.9191,0.9064
210,M2AT_221115_226_A01,L8AT_221116_01_H07,ATACSeq,IlluminaNovaseq6000,GRCh38,R8XA-22112903,L8AT_221116_01,10x,,SI-NA-H7,,ATX-1508,False,forward,50bp,pairedEnd,,,0.92,0.9061
211,M2AT_221115_226_B01,L8AT_221116_01_A08,ATACSeq,IlluminaNovaseq6000,GRCh38,R8XA-22112903,L8AT_221116_01,10x,,SI-NA-A8,,ATX-1508,False,forward,50bp,pairedEnd,,,0.9183,0.9112
212,M2AT_221115_226_C01,L8AT_221116_01_B08,ATACSeq,IlluminaNovaseq6000,GRCh38,R8XA-22112903,L8AT_221116_01,10x,,SI-NA-B8,,ATX-1508,False,forward,50bp,pairedEnd,,,0.9195,0.9045
213,M1AT_221117_206_A01,L8AT_221123_01_G09,ATACSeq,IlluminaNovaseq6000,GRCh38,R8XA-22120604,L8AT_221123_01,10x,,SI-NA-G9,,ATX-1509,False,forward,50bp,pairedEnd,,,0.9376,0.9287
214,M1AT_221117_206_B01,L8AT_221123_01_H09,ATACSeq,IlluminaNovaseq6000,GRCh38,R8XA-22120604,L8AT_221123_01,10x,,SI-NA-H9,,ATX-1509,False,forward,50bp,pairedEnd,,,0.9369,0.9309
215,M2AT_221121_226_A01,L8AT_221123_01_A10,ATACSeq,IlluminaNovaseq6000,GRCh38,R8XA-22120604,L8AT_221123_01,10x,,SI-NA-A10,,ATX-1509,False,forward,50bp,pairedEnd,,,0.9357,0.926
216,M2AT_221121_226_B01,L8AT_221123_01_B10,ATACSeq,IlluminaNovaseq6000,GRCh38,R8XA-22120604,L8AT_221123_01,10x,,SI-NA-B10,,ATX-1509,False,forward,50bp,pairedEnd,,,0.9363,0.9249
217,M2AT_221121_226_C01,L8AT_221123_01_C10,ATACSeq,IlluminaNovaseq6000,GRCh38,R8XA-22120604,L8AT_221123_01,10x,,SI-NA-C10,,ATX-1509,False,forward,50bp,pairedEnd,,,0.9368,0.9276
218,M2AT_221121_226_D01,L8AT_221123_01_D10,ATACSeq,IlluminaNovaseq6000,GRCh38,R8XA-22120604,L8AT_221123_01,10x,,SI-NA-D10,,ATX-1509,False,forward,50bp,pairedEnd,,,0.9375,0.9152
219,M2AT_221122_221_B01,L8AT_221123_01_E10,ATACSeq,IlluminaNovaseq6000,GRCh38,R8XA-22120604,L8AT_221123_01,10x,,SI-NA-E10,,ATX-1509,False,forward,50bp,pairedEnd,,,0.9356,0.9247
220,M2AT_221122_221_C01,L8AT_221123_01_F10,ATACSeq,IlluminaNovaseq6000,GRCh38,R8XA-22120604,L8AT_221123_01,10x,,SI-NA-F10,,ATX-1509,False,forward,50bp,pairedEnd,,,0.9379,0.9248
221,M2AT_221122_221_D01,L8AT_221123_01_G10,ATACSeq,IlluminaNovaseq6000,GRCh38,R8XA-22120604,L8AT_221123_01,10x,,SI-NA-G10,,ATX-1509,False,forward,50bp,pairedEnd,,,0.9368,0.9226
222,M1AT_221129_221_A01,L8AT_221130_01_D11,ATACSeq,IlluminaNovaseq6000,GRCh38,R8XA-22121302,L8AT_221130_01,10x,,SI-NA-D11,,ATX-1510,False,forward,50bp,pairedEnd,,,0.9226,0.9125
223,M2AT_221202_226_B01,L8AT_221206_01_B12,ATACSeq,IlluminaNovaseq6000,GRCh38,R8XA-22121302,L8AT_221206_01,10x,,SI-NA-B12,,ATX-1510,False,forward,50bp,pairedEnd,,,0.922,0.9112
224,M2AT_221202_226_C01,L8AT_221206_01_C12,ATACSeq,IlluminaNovaseq6000,GRCh38,R8XA-22121302,L8AT_221206_01,10x,,SI-NA-C12,,ATX-1510,False,forward,50bp,pairedEnd,,,0.9233,0.9091
225,M1AT_221129_221_B01,L8AT_221130_01_A11,ATACSeq,IlluminaNovaseq6000,GRCh38,R8XA-22121302,L8AT_221130_01,10x,,SI-NA-A11,,ATX-1510,False,forward,50bp,pairedEnd,,,0.9227,0.9125
226,M1AT_221129_221_C01,L8AT_221130_01_B11,ATACSeq,IlluminaNovaseq6000,GRCh38,R8XA-22121302,L8AT_221130_01,10x,,SI-NA-B11,,ATX-1510,False,forward,50bp,pairedEnd,,,0.9215,0.9116
227,M1AT_221129_221_D01,L8AT_221130_01_C11,ATACSeq,IlluminaNovaseq6000,GRCh38,R8XA-22121302,L8AT_221130_01,10x,,SI-NA-C11,,ATX-1510,False,forward,50bp,pairedEnd,,,0.9207,0.9106
228,M1AT_221201_221_A01,L8AT_221206_01_E11,ATACSeq,IlluminaNovaseq6000,GRCh38,R8XA-22121302,L8AT_221206_01,10x,,SI-NA-E11,,ATX-1510,False,forward,50bp,pairedEnd,,,0.923,0.9039
229,M1AT_221201_221_B01,L8AT_221206_01_F11,ATACSeq,IlluminaNovaseq6000,GRCh38,R8XA-22121302,L8AT_221206_01,10x,,SI-NA-F11,,ATX-1510,False,forward,50bp,pairedEnd,,,0.9233,0.9061
230,M1AT_221201_221_C01,L8AT_221206_01_G11,ATACSeq,IlluminaNovaseq6000,GRCh38,R8XA-22121302,L8AT_221206_01,10x,,SI-NA-G11,,ATX-1510,False,forward,50bp,pairedEnd,,,0.9222,0.903
231,M1AT_221201_221_D01,L8AT_221206_01_H11,ATACSeq,IlluminaNovaseq6000,GRCh38,R8XA-22121302,L8AT_221206_01,10x,,SI-NA-H11,,ATX-1510,False,forward,50bp,pairedEnd,,,0.9224,0.9097
232,M2AT_221202_226_A01,L8AT_221206_01_A12,ATACSeq,IlluminaNovaseq6000,GRCh38,R8XA-22121302,L8AT_221206_01,10x,,SI-NA-A12,,ATX-1510,False,forward,50bp,pairedEnd,,,0.9243,0.9062
233,M2AT_221014_227_C01,L8AT_221018_01_E11,ATACSeq,IlluminaNovaseq6000,GRCh38,R8XA-22102504,L8AT_221018_01,10x,,SI-NA-E11,,ATX-619,False,forward,50bp,pairedEnd,,,0.8995,0.9578
234,M2AT_221021_206_A01,L8AT_221025_01_D08,ATACSeq,IlluminaNovaseq6000,GRCh38,R8XA-22110103,L8AT_221025_01,10x,,SI-NA-D8,,ATX-620,False,forward,50bp,pairedEnd,,,0.9543,0.9532
235,M2AT_221021_206_B01,L8AT_221025_01_E08,ATACSeq,IlluminaNovaseq6000,GRCh38,R8XA-22111504,L8AT_221025_01,10x,,SI-NA-E8,,ATX-621,False,forward,50bp,pairedEnd,,,0.9631,0.9601
236,M2AT_221021_206_C01,L8AT_221025_01_F08,ATACSeq,IlluminaNovaseq6000,GRCh38,R8XA-22111504,L8AT_221025_01,10x,,SI-NA-F8,,ATX-621,False,forward,50bp,pairedEnd,,,0.965,0.9572
237,M1AT_221212_206_A01,L8AT_221215_04_C02,ATACSeq,IlluminaNovaseq6000,GRCh38,R8XA-23011803,L8AT_221215_04,10x,,SI-NA-C2,,ATX-624,False,forward,50bp,pairedEnd,,,0.9651,0.9573
