,specimenID,libraryID,assay,platform,RIN,rnaBatch,libraryBatch,sequencingBatch,libraryPrep,libraryPreparationMethod,libraryType,sampleBarcode,isStranded,readStrandOrigin,readLength,runType,totalReads,validBarcodeReads,numberCells,medianGenes,medianUMIs,referenceSet,transposaseBatch,chromiumSampleIndex,pcrCycles,meanCoverage,meanGCContent,Q30BasesinRead1,Q30BasesinRead2,specimen_suffix
0,M2XM_210708_201-R_A01,L8XR_210715_01_D12,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,8.75,A8XR_210713_01,L8XR_210715_01,MTX-2016,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1467291887,1405665628,12256,2376.0,5072.0,GRCh38,R8XR-21080401,SI-TT-D12_i7,,,,0.9351,0.958,-L8XR_210715_01_D12-1121747486
1,M2XM_210708_201-R_B01,L8XR_210715_01_E12,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,9.07,A8XR_210713_01,L8XR_210715_01,MTX-2016,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1224101848,1174036082,4640,1216.0,1866.0,GRCh38,R8XR-21080401,SI-TT-E12_i7,,,,0.9377,0.9591,-L8XR_210715_01_E12-1121747487
2,M2XM_210708_201-R_C01,L8XR_210715_01_A12,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,8.67,A8XR_210713_01,L8XR_210715_01,MTX-2017,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,867972117,822143189,13008,4104.0,10587.0,GRCh38,R8XR-21080402,SI-TT-A12_i7,,,,0.9585,0.9472,-L8XR_210715_01_A12-1121939868
3,M2XM_210716_201-R_A01,L8XR_210722_01_D08,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,9.55,A8XR_210720_01,L8XR_210722_01,MTX-2017,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1270343249,1202125817,4048,4374.0,14709.0,GRCh38,R8XR-21080402,SI-TT-D8_i7,,,,0.9277,0.9463,-L8XR_210722_01_D08-1122543703
4,M2XM_210716_201-R_B01,L8XR_210722_01_B08,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,8.57,A8XR_210720_01,L8XR_210722_01,MTX-2017,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1440758767,1362957794,7906,6784.0,33082.0,GRCh38,R8XR-21080402,SI-TT-B8_i7,,,,0.9493,0.946,-L8XR_210722_01_B08-1122543704
5,M2XM_210716_201-R_C01,L8XR_210722_01_H07,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,9.08,A8XR_210720_01,L8XR_210722_01,MTX-2017,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1611547153,1525812844,7217,6847.0,29158.0,GRCh38,R8XR-21080402,SI-TT-H7_i7,,,,0.9531,0.9468,-L8XR_210722_01_H07-1122543705
6,M2XM_210723_201-R_A01,L8XR_210729_01_B09,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,8.82,A8XR_210727_01,L8XR_210729_01,MTX-2017,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1398497495,1319482387,16153,3163.0,7674.0,GRCh38,R8XR-21080402,SI-TT-B9_i7,,,,0.9571,0.9435,-L8XR_210729_01_B09-1122543706
7,M2XM_210723_201-R_B01,L8XR_210729_01_E09,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,8.98,A8XR_210727_01,L8XR_210729_01,MTX-2017,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1150336381,1086607745,10832,3076.0,7854.0,GRCh38,R8XR-21080402,SI-TT-E9_i7,,,,0.9513,0.9446,-L8XR_210729_01_E09-1122543707
8,M2XM_210723_201-R_C01,L8XR_210729_01_C09,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,8.65,A8XR_210727_01,L8XR_210729_01,MTX-2017,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1517554047,1435909639,11793,3709.0,9452.0,GRCh38,R8XR-21080402,SI-TT-C9_i7,,,,0.9541,0.9462,-L8XR_210729_01_C09-1122543708
9,M2XM_210723_201-R_D01,L8XR_210729_01_D09,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,8.82,A8XR_210727_01,L8XR_210729_01,MTX-2018,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1204987596,1148473678,13671,3145.0,8295.0,GRCh38,R8XR-21081701,SI-TT-D9_i7,,,,0.9528,0.9531,-L8XR_210729_01_D09-1124629224
10,M2XM_210730_201-R_A01,L8XR_210805_01_H09,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,9.43,A8XR_210803_01,L8XR_210805_01,MTX-2018,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,962292890,918316105,11283,5613.0,20349.0,GRCh38,R8XR-21081701,SI-TT-H9_i7,,,,0.9583,0.9543,-L8XR_210805_01_H09-1124629228
11,M2XM_210730_201-R_B01,L8XR_210805_01_E10,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,8.68,A8XR_210803_01,L8XR_210805_01,MTX-2018,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1260147790,1201550918,11331,4567.0,15392.0,GRCh38,R8XR-21081701,SI-TT-E10_i7,,,,0.947,0.9535,-L8XR_210805_01_E10-1124629229
12,M2XM_210806_201-R_A01,L8XR_210812_01_D11,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,8.87,A8XR_210810_01,L8XR_210812_01,MTX-2019,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1254887166,1201303484,7334,6154.0,24398.0,GRCh38,R8XR-21081702,SI-TT-D11_i7,,,,0.9517,0.9573,-L8XR_210812_01_D11-1124987482
13,M2XM_210806_201-R_B01,L8XR_210812_01_A12,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,8.6,A8XR_210810_01,L8XR_210812_01,MTX-2019,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1351383500,1295436223,5885,7017.0,39022.0,GRCh38,R8XR-21081702,SI-TT-A12_i7,,,,0.9464,0.9586,-L8XR_210812_01_A12-1124987483
14,M2XM_210809_201-R_A01,L8XR_210812_01_F11,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,7.87,A8XR_210810_01,L8XR_210812_01,MTX-2019,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1595096246,1521721819,19696,2712.0,5496.0,GRCh38,R8XR-21081702,SI-TT-F11_i7,,,,0.9508,0.954,-L8XR_210812_01_F11-1124987484
15,M2XM_210809_201-R_B01,L8XR_210812_01_E11,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,9.48,A8XR_210810_01,L8XR_210812_01,MTX-2020,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1412205191,1340747608,7441,6347.0,25975.0,GRCh38,R8XR-21082401,SI-TT-E11_i7,,,,0.9535,0.9494,-L8XR_210812_01_E11-1126220036
16,M2XM_210820_206-R_A01,L8XR_210826_01_G03,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,9.17,A8XR_210824_01,L8XR_210826_01,MTX-2022,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,832316316,800355369,11499,4547.0,15721.0,GRCh38,R8XR-21090801,SI-TT-G3_i7,,,,0.7847,0.9616,-L8XR_210826_01_G03-1129238386
17,M2XM_210827_202-R_A01,L8XR_210902_02_B08,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,7.83,A8XR_210831_01,L8XR_210902_02,MTX-2023,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1648336455,1573666814,7822,6737.0,33226.0,GRCh38,R8XR-21091401,SI-TT-B8_i7,,,,0.9506,0.9547,-L8XR_210902_02_B08-1131257169
18,M2XM_210827_202-R_B01,L8XR_210902_02_D08,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,6.3,A8XR_210831_01,L8XR_210902_02,MTX-2023,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1674060687,1590357653,5863,2702.0,6576.0,GRCh38,R8XR-21091401,SI-TT-D8_i7,,,,0.929,0.95,-L8XR_210902_02_D08-1131257170
19,M2XM_210913_206-R_A01,L8XR_210916_02_B11,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,9.6,A8XR_210914_02,L8XR_210916_02,MTX-2024,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,464122915,442401963,3797,6313.0,26588.0,GRCh38,R8XR-21092101,SI-TT-B11_i7,,,,0.9562,0.9532,-L8XR_210916_02_B11-1131607954
20,M2XM_210924_211-R_A01,L8XR_210930_02_C03,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,9.2,A8XR_210928_02,L8XR_210930_02,MTX-2027,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1189463429,1144382765,11141,3934.0,7902.0,GRCh38,R8XR-21101201,SI-TT-C3_i7,,,,0.9504,0.9621,-L8XR_210930_02_C03-1135448412
21,M2XM_210924_211-R_B01,L8XR_211007_02_F03,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,8.1,A8XR_210928_02,L8XR_211007_02,MTX-2027,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1395993909,1345458929,9904,5501.0,19220.0,GRCh38,R8XR-21101201,SI-TT-F3_i7,,,,0.9596,0.9638,-L8XR_211007_02_F03-1135448413
22,M2XM_211001_216-R_A01,L8XR_211007_02_G03,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,9.43,A8XR_211005_02,L8XR_211007_02,MTX-2028,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1189491124,1139651446,10137,5995.0,22737.0,GRCh38,R8XR-21101202,SI-TT-G3_i7,,,,0.9595,0.9581,-L8XR_211007_02_G03-1135704088
23,M2XM_211001_216-R_B01,L8XR_211007_02_C04,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,8.4,A8XR_211005_02,L8XR_211007_02,MTX-2028,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1290668807,1236202583,9215,4867.0,20155.0,GRCh38,R8XR-21101202,SI-TT-C4_i7,,,,0.9499,0.9578,-L8XR_211007_02_C04-1135704089
24,M2XM_211008_217-R_A01,L8XR_211014_02_D05,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,8.63,A8XR_211012_02,L8XR_211014_02,MTX-2030,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1067360392,1029255626,8167,5290.0,21324.0,GRCh38,R8XR-21101902,SI-TT-D5_i7,,,,0.9541,0.9643,-L8XR_211014_02_D05-1136687625
25,M2XM_211008_217-R_B01,L8XR_211014_02_H05,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,5.93,A8XR_211012_02,L8XR_211014_02,MTX-2030,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1534029614,1475736489,7345,4992.0,22151.0,GRCh38,R8XR-21101902,SI-TT-H5_i7,,,,0.9309,0.962,-L8XR_211014_02_H05-1136687627
26,M2XM_211015_217-R_A01,L8XR_211021_02_E08,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,7.9,A8XR_211019_02,L8XR_211021_02,MTX-2032,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1787007943,1713383216,2884,3686.0,11215.0,GRCh38,R8XR-21102602,SI-TT-E8_i7,,,,0.9216,0.9588,-L8XR_211021_02_E08-1138433803
27,M2XM_211015_217-R_B01,L8XR_211021_02_G06,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,9.37,A8XR_211019_02,L8XR_211021_02,MTX-2032,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1274075365,1226807169,9993,5930.0,25277.0,GRCh38,R8XR-21102602,SI-TT-G6_i7,,,,0.9591,0.9629,-L8XR_211021_02_G06-1138433804
28,1122_C03,L8XR_220310_02_G04,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,9.48,A8XR_220308_01,L8XR_220310_02,MTX-2066,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1424925308,1343419580,5720,7116.0,32563.0,GRCh38,R8XR-22031504,SI-TT-G4_i7,,,,0.9594,0.9456,-L8XR_220310_02_G04-1165966745
29,1085_B01,L8XR_220217_02_E09,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,9.55,A8XR_220215_01,L8XR_220217_02,MTX-2061,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1592840745,1501889538,4743,5708.0,26422.0,GRCh38,R8XR-22030103,SI-TT-E9_i7,,,,0.9621,0.946,-L8XR_220217_02_E09-1162838089
30,1122_A03,L8XR_220310_02_A05,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,9.04,A8XR_220308_01,L8XR_220310_02,MTX-2065,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1159538081,1065847404,7531,5697.0,19256.0,GRCh38,R8XR-22031503,SI-TT-A5_i7,,,,0.97,0.96,-L8XR_220310_02_A05-1165958295
31,1101_B01,L8XR_220303_02_E02,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,8.4,A8XR_220301_01,L8XR_220303_02,MTX-2063,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,935246945,868563838,5678,1444.5,2382.5,GRCh38,R8XR-22030803,SI-TT-E2_i7,,,,0.9449,0.9514,-L8XR_220303_02_E02-1164432740
32,1135_C01,L8XR_220310_02_E05,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,9.43,A8XR_220308_01,L8XR_220310_02,MTX-2068,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1115427588,1057202268,4510,6472.5,24948.0,GRCh38,R8XR-22032204,SI-TT-E5_i7,,,,0.9616,0.9538,-L8XR_220310_02_E05-1167718958
33,1085_A01,L8XR_220217_02_C09,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,8.57,A8XR_220215_01,L8XR_220217_02,MTX-2060,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1787049921,1711457709,5780,7016.0,37443.0,GRCh38,R8XR-22022203,SI-TT-C9_i7,,,,0.9585,0.9533,-L8XR_220217_02_C09-1161963112
34,1101_A01,L8XR_220303_03_H12,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,8.68,A8XR_220301_01,L8XR_220303_03,MTX-2063,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,851716464,786219468,5253,1744.0,3281.0,GRCh38,R8XR-22030803,SI-TT-H12_i7,,,,0.9566,0.9525,-L8XR_220303_03_H12-1164432738
35,1070_B01,L8XR_220210_03_G06,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,8.1,A8XR_220208_01,L8XR_220110_03,MTX-2058,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1427312362,1352949388,12686,1626.0,2631.5,GRCh38,R8XR-22022201,SI-TT-G6_i7,,,,0.9427,0.9361,-L8XR_220210_03_G06-1161252190
36,1101_C01,L8XR_220303_03_D01,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,9.53,A8XR_220301_01,L8XR_220303_03,MTX-2063,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,887233498,820513539,6139,1916.0,3818.0,GRCh38,R8XR-22030803,SI-TT-D1_i7,,,,0.959,0.951,-L8XR_220303_03_D01-1164432741
37,1087_C02,L8XR_220224_03_G10,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,9.08,A8XR_220222_01,L8XR_220224_03,MTX-2061,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1093349349,1033324470,6463,6628.0,27547.0,GRCh38,R8XR-22030103,SI-TT-G10_i7,,,,0.9541,0.9401,-L8XR_220224_03_G10-1162838092
38,1103_C02,L8XR_220303_03_G01,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,8.6,A8XR_220301_01,L8XR_220303_03,MTX-2063,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,904034460,837678331,6352,2700.5,5982.0,GRCh38,R8XR-22030803,SI-TT-G1_i7,,,,0.9641,0.9506,-L8XR_220303_03_G01-1164432744
39,1181_A01,L8XR_220331_02_D11,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,9.6,A8XR_220329_01,L8XR_220331_02,MTX-2072,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,955557644,903097529,4024,6695.5,29891.0,GRCh38,R8XR-22040503,SI-TT-D11_i7,,,,0.9636,0.9548,-L8XR_220331_02_D11-1170314858
40,1103_A02,L8XR_220303_03_E01,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,8.87,A8XR_220301_01,L8XR_220303_03,MTX-2063,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,972266845,900708005,4963,3356.0,8824.0,GRCh38,R8XR-22030803,SI-TT-E1_i7,,,,0.9646,0.9524,-L8XR_220303_03_E01-1164432742
41,1070_A01,L8XR_220210_03_F06,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,9.07,A8XR_220208_01,L8XR_220110_03,MTX-2058,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1156152185,1093951197,5549,4444.0,13494.0,GRCh38,R8XR-22022201,SI-TT-F6_i7,,,,0.9379,0.9365,-L8XR_220210_03_F06-1161252189
42,1103_B02,L8XR_220303_03_F01,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,8.65,A8XR_220301_01,L8XR_220303_03,MTX-2063,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,987280024,914221302,6456,2275.0,4564.0,GRCh38,R8XR-22030803,SI-TT-F1_i7,,,,0.9651,0.9515,-L8XR_220303_03_F01-1164432743
43,1087_A02,L8XR_220224_03_F09,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,9.43,A8XR_220222_01,L8XR_220224_03,MTX-2061,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1010275411,952790740,7915,6443.0,26659.0,GRCh38,R8XR-22030103,SI-TT-F9_i7,,,,0.9597,0.9454,-L8XR_220224_03_F09-1162838090
44,1122_B03,L8XR_220310_02_C05,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,8.82,A8XR_220308_01,L8XR_220310_02,MTX-2066,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1534732398,1447866544,6749,7010.0,37127.0,GRCh38,R8XR-22031504,SI-TT-C5_i7,,,,0.972,0.9584,-L8XR_220310_02_C05-1165966744
45,1070_C01,L8XR_220210_02_G05,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,8.75,A8XR_220208_01,L8XR_220110_02,MTX-2058,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1502029778,1425125853,10157,4069.0,13068.0,GRCh38,R8XR-22022201,SI-TT-G5_i7,,,,0.9431,0.9306,-L8XR_220210_02_G05-1161252191
46,1087_B02,L8XR_220224_03_F10,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,8.82,A8XR_220222_01,L8XR_220224_03,MTX-2061,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,874698904,824753597,4699,6395.0,28490.0,GRCh38,R8XR-22030103,SI-TT-F10_i7,,,,0.9603,0.946,-L8XR_220224_03_F10-1162838091
47,1135_A01,L8XR_220310_02_D05,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,9.17,A8XR_220308_01,L8XR_220310_02,MTX-2067,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1299403225,1263669636,6323,5380.0,20299.0,GRCh38,R8XR-22031505,SI-TT-D5_i7,,,,0.9597,0.9449,-L8XR_220310_02_D05-1166416810
48,1135_B01,L8XR_220310_02_E03,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,9.17,A8XR_220308_01,L8XR_220310_02,MTX-2067,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,615798361,598863906,5389,5306.0,17386.0,GRCh38,R8XR-22031505,SI-TT-E3_i7,,,,0.9582,0.9459,-L8XR_220310_02_E03-1166416811
49,1406_A09,L8XR_220908_02_B09,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,8.82,A8XR_220906_02,L8XR_220908_02,MTX-2105,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,2382021153,2249580777,8250,5928.5,25877.5,GRCh38,R8XR-22091302,SI-TT-B9_i7,,,,0.9388,0.9514,-L8XR_220908_02_B09-1212705195
50,1406_B09,L8XR_220908_02_F09,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,9.08,A8XR_220906_02,L8XR_220908_02,MTX-2105,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1054187233,996312354,8486,4146.0,13171.0,GRCh38,R8XR-22091302,SI-TT-F9_i7,,,,0.9632,0.949,-L8XR_220908_02_F09-1212705196
51,1406_C09,L8XR_220908_02_C09,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,8.57,A8XR_220906_02,L8XR_220908_02,MTX-2105,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1458062974,1379619186,12669,5585.0,21895.0,GRCh38,R8XR-22091302,SI-TT-C9_i7,,,,0.9373,0.9493,-L8XR_220908_02_C09-1212705197
52,1423_A06,L8XR_220922_02_C04,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,9.55,A8XR_220920_01,L8XR_220922_02,MTX-2107,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1028295711,973796038,7655,2837.0,7256.0,GRCh38,R8XR-22100401,SI-TT-C4_i7,,,,0.9542,0.9421,-L8XR_220922_02_C04-1217129212
53,1423_B06,L8XR_220922_02_D04,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,8.68,A8XR_220920_01,L8XR_220922_02,MTX-2107,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1225602437,1160155267,8525,3189.0,7954.0,GRCh38,R8XR-22100401,SI-TT-D4_i7,,,,0.9545,0.9419,-L8XR_220922_02_D04-1217129213
54,1423_C06,L8XR_220922_02_H12,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,8.4,A8XR_220920_01,L8XR_220922_02,MTX-2107,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,993741098,939383460,8519,2175.0,4596.0,GRCh38,R8XR-22100401,SI-TT-H12_i7,,,,0.9533,0.9399,-L8XR_220922_02_H12-1217129214
55,1413_A06,L8XR_220915_01_C09,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,9.07,A8XR_220913_01,L8XR_220915_01,MTX-2106,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1938579536,1856771480,7808,5717.0,24572.5,GRCh38,R8XR-22092002,SI-TT-C9_i7,,,,0.9426,0.9427,-L8XR_220915_01_C09-1214626874
56,1413_B06,L8XR_220915_01_A09,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,8.1,A8XR_220913_01,L8XR_220915_01,MTX-2106,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1294517775,1240018577,6196,5532.0,21053.0,GRCh38,R8XR-22092002,SI-TT-A9_i7,,,,0.9269,0.9418,-L8XR_220915_01_A09-1214626875
57,1413_C06,L8XR_220915_01_D09,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,9.43,A8XR_220913_01,L8XR_220915_01,MTX-2106,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,545201028,522248065,2323,5132.0,17874.0,GRCh38,R8XR-22092002,SI-TT-D9_i7,,,,0.9325,0.9401,-L8XR_220915_01_D09-1214626876
58,1434_A08,L8XR_220929_01_A11,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,8.87,A8XR_220927_01,L8XR_220929_01,MTX-2108,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1377794002,1321717786,8228,4944.0,17035.5,GRCh38,R8XR-22100402,SI-TT-A11_i7,,,,0.9583,0.9405,-L8XR_220929_01_A11-1217085001
59,1434_B08,L8XR_220929_01_G11,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,8.65,A8XR_220927_01,L8XR_220929_01,MTX-2108,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1180296184,1131313892,9010,4065.5,11084.5,GRCh38,R8XR-22100402,SI-TT-G11_i7,,,,0.9568,0.9415,-L8XR_220929_01_G11-1217085002
60,1434_C08,L8XR_220929_01_B11,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,8.6,A8XR_220927_01,L8XR_220929_01,MTX-2109,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1411113404,1334772169,10793,4898.0,16599.0,GRCh38,R8XR-22101102,SI-TT-B11_i7,,,,0.9587,0.948,-L8XR_220929_01_B11-1219250379
61,1448_A11,L8XR_221006_02_E03,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,8.82,A8XR_221004_01,L8XR_221006_02,MTX-2110,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1469007227,1406868221,8861,3894.0,10780.0,GRCh38,R8XR-22101804,SI-TT-E3_i7,,,,0.9657,0.9487,-L8XR_221006_02_E03-1221250367
62,1448_B11,L8XR_221006_02_G02,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,9.48,A8XR_221004_01,L8XR_221006_02,MTX-2110,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1167868320,1118817851,10615,4766.0,13920.0,GRCh38,R8XR-22101804,SI-TT-G2_i7,,,,0.9663,0.9481,-L8XR_221006_02_G02-1221250368
63,1448_C11,L8XR_221006_02_F03,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,9.17,A8XR_221004_01,L8XR_221006_02,MTX-2110,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1477470217,1414529986,5618,4041.5,11114.5,GRCh38,R8XR-22101804,SI-TT-F3_i7,,,,0.9673,0.9498,-L8XR_221006_02_F03-1221250369
64,1457_A08,L8XR_221013_02_C07,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,9.6,A8XR_221011_01,L8XR_221013_02,MTX-2111,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1092187501,1029277501,6594,3209.5,8379.0,GRCh38,R8XR-22102503,SI-TT-C7_i7,,,,0.8971,0.9574,-L8XR_221013_02_C07-1222866866
65,1457_B08,L8XR_221013_02_G06,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,9.17,A8XR_221011_01,L8XR_221013_02,MTX-2111,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1554285579,1466779301,6248,4847.5,15285.5,GRCh38,R8XR-22102503,SI-TT-G6_i7,,,,0.8953,0.9557,-L8XR_221013_02_G06-1222866867
66,1457_C08,L8XR_221013_02_B06,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,9.43,A8XR_221011_01,L8XR_221013_02,MTX-2111,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1162510611,1096015004,14374,2622.5,4970.5,GRCh38,R8XR-22102503,SI-TT-B6_i7,,,,0.8949,0.9538,-L8XR_221013_02_B06-1222866868
67,1467_A08,L8XR_221027_03_A02,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,8.75,A8XR_221018_01,L8XR_221027_03,MTX-2112,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1405053873,1332412588,5727,2732.0,6281.0,GRCh38,R8XR-22110102,SI-TT-A2_i7,,,,0.9571,0.9538,-L8XR_221027_03_A02-1225051610
68,1467_B08,L8XR_221020_01_D05,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,9.04,A8XR_221018_01,L8XR_221020_01,MTX-2111,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1173001755,1107079056,8436,4435.0,11964.0,GRCh38,R8XR-22102503,SI-TT-D5_i7,,,,0.8935,0.9585,-L8XR_221020_01_D05-1222866873
69,1577_A03,L8XR_230126_01_B07,"scrnaSeq,ATACSeq",IlluminaNovaseq6000,8.9,A8XR_230124_01,L8XR_230126_01,MTX-2120,polyAselection,10x,cDNA,,False,forward,50bp,pairedEnd,1160843208,1097112916,2088,5568.0,16904.5,GRCh38,R8XR-23020702,SI-TT-B7_i7,,,,0.9504,0.9543,-L8XR_230126_01_B07-1247697481
